sku_name,brand,category,merchant,price_usd,discount,sold,gmv_usd,rating,reviews,month,country,marketplace,sku_name_clean,brand_clean,competitor_p25,competitor_median,competitor_p75,competitor_count
Baseus Phone Holder Mini,Baseus,Accessories,baseus-seller-027,76.59,18.63,90,6892.67,3.71,43,2026-04-01,Philippines,Lazada,baseus phone holder mini,baseus,31.35,49.355000000000004,69.3025,20
JBL Headphones Standard,JBL,Electronics,jbl-seller-043,125.47,12.34,47,5897.16,4.71,868,2026-04-01,Singapore,Shopee,jbl headphones standard,jbl,81.13,245.5,350.865,11
Logitech Webcam Standard,Logitech,Accessories,logitech-seller-037,26.17,8.76,157,4107.94,4.91,1601,2026-04-01,Singapore,Lazada,logitech webcam standard,logitech,32.195,54.19,72.345,11
Philips LED Bulb Max,Philips,Home & Living,philips-seller-036,47.79,8.82,74,3536.31,4.67,523,2026-04-01,Philippines,Lazada,philips led bulb max,philips,47.79,70.94,112.47,13
Philips Desk Fan,Philips,Home & Living,philips-seller-004,150.11,21.86,55,8256.15,4.02,72,2026-04-01,Vietnam,Shopee,philips desk fan,philips,30.745,85.29,123.395,15
Samsung SSD Standard,Samsung,Electronics,samsung-seller-043,317.4,0.0,26,8252.37,4.54,145,2026-04-01,Indonesia,Shopee,samsung ssd standard,samsung,90.44,253.53,317.4,17
Anker USB-C Hub 2026,Anker,Accessories,anker-seller-054,71.65,10.99,105,7523.59,4.78,363,2026-04-01,Indonesia,Shopee,anker usb c hub 2026,anker,19.685,37.67,56.75,15
Baseus Phone Holder Pro,Baseus,Accessories,baseus-seller-026,49.79,14.7,107,5327.62,5.0,61,2026-04-01,Philippines,Lazada,baseus phone holder pro,baseus,31.35,49.355000000000004,69.3025,20
Xiaomi Bluetooth Speaker Plus,Xiaomi,Electronics,xiaomi-seller-012,68.57,5.57,47,3222.72,4.75,787,2026-04-01,Indonesia,Shopee,xiaomi bluetooth speaker plus,xiaomi,90.44,253.53,317.4,17
LocknLock Food Container Pro,LocknLock,Home & Living,locknlock-seller-006,123.17,13.99,66,8129.5,4.51,31,2026-04-01,Singapore,Shopee,locknlock food container pro,locknlock,73.4575,107.11,153.76000000000002,14
IKEA Storage Box 2026,IKEA,Home & Living,ikea-seller-012,9.96,7.51,205,2042.24,4.38,5,2026-04-01,Vietnam,Shopee,ikea storage box 2026,ikea,30.745,85.29,123.395,15
Nestle Cereal Max,Nestle,Groceries,nestle-seller-011,22.0,6.27,274,6027.14,4.42,42,2026-04-01,Malaysia,Shopee,nestle cereal max,nestle,17.182499999999997,22.865000000000002,30.43,10
Oishi Crackers Standard,Oishi,Groceries,oishi-seller-020,10.56,0.0,304,3209.1,4.69,298,2026-04-01,Vietnam,Lazada,oishi crackers standard,oishi,9.8175,14.379999999999999,23.295,18
L'Oreal Hair Serum Pro,L'Oreal,Beauty,l'oreal-seller-017,27.46,12.51,193,5300.18,4.43,2843,2026-04-01,Singapore,Shopee,l oreal hair serum pro,l oreal,18.285,30.27,37.714999999999996,8
Logitech Wireless Mouse,Logitech,Accessories,logitech-seller-039,74.16,22.15,125,9270.3,4.62,94,2026-04-01,Singapore,Shopee,logitech wireless mouse,logitech,34.295,53.8,78.235,11
Samsung Tablet Plus,Samsung,Electronics,samsung-seller-008,272.05,0.75,25,6801.32,3.96,385,2026-04-01,Indonesia,Shopee,samsung tablet plus,samsung,90.44,253.53,317.4,17
Innisfree Cleanser Plus,Innisfree,Beauty,innisfree-seller-005,13.68,2.63,259,3542.28,4.91,68,2026-04-01,Malaysia,Shopee,innisfree cleanser plus,innisfree,14.785,26.75,42.754999999999995,15
Samsung SSD Standard,Samsung,Electronics,samsung-seller-018,57.45,20.02,72,4136.13,4.76,29,2026-04-01,Singapore,Shopee,samsung ssd standard,samsung,81.13,245.5,350.865,11
Kikkoman Soy Sauce Pro,Kikkoman,Groceries,kikkoman-seller-037,22.99,6.46,277,6367.14,4.53,27,2026-04-01,Indonesia,Shopee,kikkoman soy sauce pro,kikkoman,15.4875,22.479999999999997,24.615,14
Baseus Phone Holder 2026,Baseus,Accessories,baseus-seller-051,38.22,5.4,111,4242.17,4.81,25,2026-04-01,Singapore,Lazada,baseus phone holder 2026,baseus,32.195,54.19,72.345,11
IKEA Desk Lamp Mini,IKEA,Home & Living,ikea-seller-028,165.56,13.72,49,8112.34,4.94,334,2026-04-01,Thailand,Lazada,ikea desk lamp mini,ikea,58.5525,111.28999999999999,145.91,12
Logitech Mechanical Keyboard,Logitech,Accessories,logitech-seller-040,54.65,18.86,110,6011.36,5.0,2847,2026-04-01,Indonesia,Lazada,logitech mechanical keyboard,logitech,34.17,44.72,54.65,13
Logitech Mechanical Keyboard Pro,Logitech,Accessories,logitech-seller-039,13.15,22.19,302,3970.24,4.51,93,2026-04-01,Malaysia,Shopee,logitech mechanical keyboard pro,logitech,27.97,38.81,60.3575,18
Maybelline Mascara Mini,Maybelline,Beauty,maybelline-seller-054,48.6,21.76,145,7047.14,5.0,67,2026-04-01,Malaysia,Lazada,maybelline mascara mini,maybelline,17.525000000000002,28.17,42.207499999999996,14
Logitech Webcam Mini,Logitech,Accessories,logitech-seller-037,34.17,11.94,129,4408.41,4.41,28,2026-04-01,Indonesia,Lazada,logitech webcam mini,logitech,34.17,44.72,54.65,13
Anker Power Bank Standard,Anker,Accessories,anker-seller-054,60.25,10.15,98,5904.14,4.54,114,2026-04-01,Vietnam,Lazada,anker power bank standard,anker,48.480000000000004,55.075,62.019999999999996,12
Xiaomi Router Mini,Xiaomi,Electronics,xiaomi-seller-052,514.14,10.18,24,12339.44,4.47,57,2026-04-01,Thailand,Lazada,xiaomi router mini,xiaomi,109.14,299.55,349.145,15
Maybelline Foundation Pro,Maybelline,Beauty,maybelline-seller-016,23.59,13.83,230,5424.57,4.56,17,2026-04-01,Malaysia,Lazada,maybelline foundation pro,maybelline,17.525000000000002,28.17,42.207499999999996,14
L'Oreal Hair Serum Mini,L'Oreal,Beauty,l'oreal-seller-022,46.57,19.94,149,6938.41,4.08,40,2026-04-01,Philippines,Lazada,l oreal hair serum mini,l oreal,14.325,27.92,40.269999999999996,11
Baseus Laptop Stand Standard,Baseus,Accessories,baseus-seller-058,36.86,15.59,176,6487.69,4.09,235,2026-04-01,Vietnam,Shopee,baseus laptop stand standard,baseus,12.4725,19.505,41.24,14
Samsung Tablet Max,Samsung,Electronics,samsung-seller-032,73.46,12.19,52,3819.99,4.29,103,2026-04-01,Vietnam,Shopee,samsung tablet max,samsung,106.94,159.4,286.125,11
Baseus USB-C Cable,Baseus,Accessories,baseus-seller-053,82.34,4.54,100,8233.56,4.15,31,2026-04-01,Singapore,Shopee,baseus usb c cable,baseus,34.295,53.8,78.235,11
Anker Charging Cable,Anker,Accessories,anker-seller-039,69.02,8.03,83,5729.0,4.87,241,2026-04-01,Philippines,Lazada,anker charging cable,anker,31.35,49.355000000000004,69.3025,20
Kikkoman Soy Sauce Standard,Kikkoman,Groceries,kikkoman-seller-030,21.31,7.59,226,4815.2,4.37,241,2026-04-01,Malaysia,Lazada,kikkoman soy sauce standard,kikkoman,23.015,26.015,31.715,10
Xiaomi Smart Band Max,Xiaomi,Electronics,xiaomi-seller-002,166.82,13.15,45,7506.96,4.17,222,2026-04-01,Malaysia,Shopee,xiaomi smart band max,xiaomi,158.71,175.85,292.3,17
Oishi Crackers Max,Oishi,Groceries,oishi-seller-020,10.2,1.54,324,3303.96,4.72,109,2026-04-01,Malaysia,Lazada,oishi crackers max,oishi,23.015,26.015,31.715,10
Nestle Cereal Standard,Nestle,Groceries,nestle-seller-018,27.84,12.51,251,6988.65,4.8,17,2026-04-01,Philippines,Shopee,nestle cereal standard,nestle,7.845000000000001,13.34,23.33,15
Logitech Webcam Plus,Logitech,Accessories,logitech-seller-008,51.52,5.98,117,6027.97,4.75,138,2026-04-01,Singapore,Shopee,logitech webcam plus,logitech,34.295,53.8,78.235,11
Kikkoman Soy Sauce Max,Kikkoman,Groceries,kikkoman-seller-048,36.39,14.95,187,6805.3,4.39,536,2026-04-01,Malaysia,Lazada,kikkoman soy sauce max,kikkoman,23.015,26.015,31.715,10
Baseus USB-C Cable Max,Baseus,Accessories,baseus-seller-005,46.54,5.3,111,5166.02,3.68,379,2026-04-01,Indonesia,Shopee,baseus usb c cable max,baseus,19.685,37.67,56.75,15
IKEA Kitchen Organizer Max,IKEA,Home & Living,ikea-seller-051,45.57,14.68,98,4465.51,4.61,47,2026-04-01,Thailand,Lazada,ikea kitchen organizer max,ikea,58.5525,111.28999999999999,145.91,12
Baseus Phone Holder Mini,Baseus,Accessories,baseus-seller-040,73.64,10.28,119,8762.76,5.0,94,2026-04-01,Malaysia,Shopee,baseus phone holder mini,baseus,27.97,38.81,60.3575,18
Anker Power Bank Max,Anker,Accessories,anker-seller-042,54.92,1.51,95,5217.65,4.61,479,2026-04-01,Malaysia,Lazada,anker power bank max,anker,26.74,45.61,54.92,9
JBL Earbuds Standard,JBL,Electronics,jbl-seller-044,107.71,7.92,33,3554.4,4.81,190,2026-04-01,Vietnam,Lazada,jbl earbuds standard,jbl,198.93,264.24,384.37,13
JBL Headphones,JBL,Electronics,jbl-seller-003,26.73,12.01,98,2619.25,4.17,561,2026-04-01,Indonesia,Lazada,jbl headphones,jbl,86.70750000000001,175.93,291.9875,22
Anker Charging Cable Mini,Anker,Accessories,anker-seller-029,6.89,19.28,392,2700.48,4.4,77,2026-04-01,Philippines,Shopee,anker charging cable mini,anker,18.205,38.7,57.4075,14
Xiaomi Bluetooth Speaker Standard,Xiaomi,Electronics,xiaomi-seller-057,158.71,6.77,31,4919.95,4.19,55,2026-04-01,Malaysia,Shopee,xiaomi bluetooth speaker standard,xiaomi,158.71,175.85,292.3,17
Kikkoman Teriyaki Sauce Standard,Kikkoman,Groceries,kikkoman-seller-059,21.97,18.42,290,6371.3,4.14,500,2026-04-01,Indonesia,Shopee,kikkoman teriyaki sauce standard,kikkoman,15.4875,22.479999999999997,24.615,14
Nestle Cereal Standard,Nestle,Groceries,nestle-seller-041,13.47,1.99,350,4714.6,4.4,111,2026-04-01,Thailand,Shopee,nestle cereal standard,nestle,8.635,15.62,26.814999999999998,11
Anker Charging Cable,Anker,Accessories,anker-seller-002,22.63,10.82,176,3983.01,4.38,30,2026-04-01,Philippines,Shopee,anker charging cable,anker,18.205,38.7,57.4075,14
L'Oreal Shampoo Plus,L'Oreal,Beauty,l'oreal-seller-016,40.76,16.73,155,6317.95,4.25,93,2026-04-01,Indonesia,Lazada,l oreal shampoo plus,l oreal,14.915,21.92,34.74,14
Maybelline Mascara Standard,Maybelline,Beauty,maybelline-seller-050,45.76,15.52,200,9152.42,4.13,897,2026-04-01,Malaysia,Shopee,maybelline mascara standard,maybelline,14.785,26.75,42.754999999999995,15
Baseus Laptop Stand Mini,Baseus,Accessories,baseus-seller-008,67.45,2.18,84,5665.89,4.44,787,2026-04-01,Indonesia,Lazada,baseus laptop stand mini,baseus,34.17,44.72,54.65,13
Anker Charging Cable,Anker,Accessories,anker-seller-045,10.39,19.95,331,3438.25,4.47,140,2026-04-01,Vietnam,Shopee,anker charging cable,anker,12.4725,19.505,41.24,14
Anker USB-C Hub Pro,Anker,Accessories,anker-seller-040,5.53,15.58,376,2080.05,4.74,39,2026-04-01,Vietnam,Shopee,anker usb c hub pro,anker,12.4725,19.505,41.24,14
Logitech Webcam Standard,Logitech,Accessories,logitech-seller-036,19.91,19.17,171,3404.72,4.22,418,2026-04-01,Philippines,Lazada,logitech webcam standard,logitech,31.35,49.355000000000004,69.3025,20
JBL Bluetooth Speaker Mini,JBL,Electronics,jbl-seller-049,198.93,9.84,30,5967.92,5.0,462,2026-04-01,Vietnam,Lazada,jbl bluetooth speaker mini,jbl,198.93,264.24,384.37,13
Philips Desk Fan Standard,Philips,Home & Living,philips-seller-030,97.52,6.29,67,6533.71,4.94,988,2026-04-01,Singapore,Shopee,philips desk fan standard,philips,73.4575,107.11,153.76000000000002,14
Samsung Tablet Standard,Samsung,Electronics,samsung-seller-022,370.36,19.74,23,8518.26,4.3,385,2026-04-01,Singapore,Lazada,samsung tablet standard,samsung,222.64,328.485,391.44,12
Samsung Monitor Mini,Samsung,Electronics,samsung-seller-013,202.2,19.19,42,8492.57,4.59,67,2026-04-01,Philippines,Shopee,samsung monitor mini,samsung,79.115,162.70999999999998,219.89,16
Baseus Phone Holder Standard,Baseus,Accessories,baseus-seller-038,13.08,20.38,287,3754.31,4.57,79,2026-04-01,Vietnam,Shopee,baseus phone holder standard,baseus,12.4725,19.505,41.24,14
LocknLock Food Container Plus,LocknLock,Home & Living,locknlock-seller-031,136.87,14.12,53,7254.2,4.37,299,2026-04-01,Thailand,Shopee,locknlock food container plus,locknlock,53.765,88.02,126.44,11
Oishi Green Tea,Oishi,Groceries,oishi-seller-003,27.65,12.99,204,5640.96,4.66,415,2026-04-01,Philippines,Lazada,oishi green tea,oishi,12.06,20.37,26.03,11
Maybelline Foundation Mini,Maybelline,Beauty,maybelline-seller-042,9.02,0.0,333,3002.8,3.95,252,2026-04-01,Vietnam,Shopee,maybelline foundation mini,maybelline,12.77,20.09,29.78,11
Philips LED Bulb 2026,Philips,Home & Living,philips-seller-031,67.97,22.41,88,5981.06,4.85,194,2026-04-01,Malaysia,Lazada,philips led bulb 2026,philips,45.269999999999996,71.96,94.965,11
Innisfree Clay Mask Mini,Innisfree,Beauty,innisfree-seller-038,19.01,9.96,192,3649.34,4.32,195,2026-04-01,Malaysia,Lazada,innisfree clay mask mini,innisfree,17.525000000000002,28.17,42.207499999999996,14
Logitech Webcam,Logitech,Accessories,logitech-seller-054,56.02,15.41,126,7058.41,4.18,57,2026-04-01,Philippines,Shopee,logitech webcam,logitech,18.205,38.7,57.4075,14
JBL Bluetooth Speaker 2026,JBL,Electronics,jbl-seller-041,257.17,25.76,28,7200.87,5.0,214,2026-04-01,Indonesia,Shopee,jbl bluetooth speaker 2026,jbl,90.44,253.53,317.4,17
L'Oreal Face Wash Plus,L'Oreal,Beauty,l'oreal-seller-045,53.24,7.67,139,7399.72,5.0,50,2026-04-01,Thailand,Shopee,l oreal face wash plus,l oreal,32.565,39.69,46.95,10
Philips Air Fryer,Philips,Home & Living,philips-seller-038,35.28,4.11,84,2963.36,4.48,365,2026-04-01,Philippines,Lazada,philips air fryer,philips,47.79,70.94,112.47,13
LocknLock Food Container Pro,LocknLock,Home & Living,locknlock-seller-011,68.49,5.83,60,4109.39,5.0,186,2026-04-01,Indonesia,Lazada,locknlock food container pro,locknlock,71.62,88.91,119.465,7
Anker USB-C Hub Standard,Anker,Accessories,anker-seller-041,52.49,27.94,133,6981.59,4.9,85,2026-04-01,Vietnam,Lazada,anker usb c hub standard,anker,48.480000000000004,55.075,62.019999999999996,12
Samsung SSD 2026,Samsung,Electronics,samsung-seller-031,68.2,12.88,58,3955.38,4.97,58,2026-04-01,Thailand,Shopee,samsung ssd 2026,samsung,173.70999999999998,290.11,390.29,15
Xiaomi Bluetooth Speaker 2026,Xiaomi,Electronics,xiaomi-seller-053,368.79,4.67,14,5163.01,4.34,854,2026-04-01,Philippines,Lazada,xiaomi bluetooth speaker 2026,xiaomi,144.9275,225.20499999999998,331.09000000000003,26
Logitech Mechanical Keyboard Standard,Logitech,Accessories,logitech-seller-036,68.08,15.67,100,6807.74,4.3,1278,2026-04-01,Vietnam,Lazada,logitech mechanical keyboard standard,logitech,48.480000000000004,55.075,62.019999999999996,12
Innisfree Clay Mask Max,Innisfree,Beauty,innisfree-seller-038,31.73,18.69,192,6092.0,4.18,225,2026-04-01,Vietnam,Shopee,innisfree clay mask max,innisfree,12.77,20.09,29.78,11
Logitech Wireless Mouse Pro,Logitech,Accessories,logitech-seller-012,27.68,19.57,196,5424.68,4.73,77,2026-04-01,Malaysia,Shopee,logitech wireless mouse pro,logitech,27.97,38.81,60.3575,18
Nestle Chocolate Drink 2026,Nestle,Groceries,nestle-seller-012,7.81,4.1,335,2614.85,4.19,175,2026-04-01,Thailand,Lazada,nestle chocolate drink 2026,nestle,13.08,16.34,29.01,17
Nestle Coffee Standard,Nestle,Groceries,nestle-seller-054,27.04,13.0,265,7165.47,4.26,171,2026-04-01,Thailand,Shopee,nestle coffee standard,nestle,8.635,15.62,26.814999999999998,11
Samsung SSD Pro,Samsung,Electronics,samsung-seller-060,381.47,21.87,23,8773.91,4.2,64,2026-04-01,Philippines,Shopee,samsung ssd pro,samsung,79.115,162.70999999999998,219.89,16
Xiaomi Bluetooth Speaker,Xiaomi,Electronics,xiaomi-seller-024,100.51,0.0,48,4824.41,4.72,26,2026-04-01,Thailand,Lazada,xiaomi bluetooth speaker,xiaomi,109.14,299.55,349.145,15
Philips Air Fryer Max,Philips,Home & Living,philips-seller-005,107.04,33.17,86,9205.12,4.43,115,2026-04-01,Philippines,Shopee,philips air fryer max,philips,55.33,114.77,125.54,17
Oishi Green Tea Mini,Oishi,Groceries,oishi-seller-025,15.45,15.67,332,5128.17,4.87,102,2026-04-01,Vietnam,Shopee,oishi green tea mini,oishi,12.254999999999999,15.1,20.215,11
Maybelline Foundation Max,Maybelline,Beauty,maybelline-seller-016,10.7,26.84,325,3476.21,5.0,303,2026-04-01,Philippines,Lazada,maybelline foundation max,maybelline,14.325,27.92,40.269999999999996,11
LocknLock Water Bottle Pro,LocknLock,Home & Living,locknlock-seller-016,138.96,0.95,44,6114.38,4.82,904,2026-04-01,Vietnam,Shopee,locknlock water bottle pro,locknlock,30.745,85.29,123.395,15
Kikkoman Teriyaki Sauce 2026,Kikkoman,Groceries,kikkoman-seller-047,15.79,9.51,269,4246.99,4.57,162,2026-04-01,Vietnam,Lazada,kikkoman teriyaki sauce 2026,kikkoman,9.8175,14.379999999999999,23.295,18
IKEA Desk Lamp Mini,IKEA,Home & Living,ikea-seller-025,139.84,7.33,44,6152.89,5.0,188,2026-04-01,Vietnam,Lazada,ikea desk lamp mini,ikea,36.775,72.83500000000001,138.975,14
Samsung Monitor 2026,Samsung,Electronics,samsung-seller-021,156.92,7.63,31,4864.66,4.51,283,2026-04-01,Philippines,Lazada,samsung monitor 2026,samsung,144.9275,225.20499999999998,331.09000000000003,26
Philips Air Fryer Max,Philips,Home & Living,philips-seller-032,70.94,12.71,78,5533.68,4.45,172,2026-04-01,Philippines,Lazada,philips air fryer max,philips,47.79,70.94,112.47,13
LocknLock Lunch Box,LocknLock,Home & Living,locknlock-seller-038,53.24,0.0,74,3939.9,3.99,352,2026-04-01,Singapore,Lazada,locknlock lunch box,locknlock,53.24,98.44,172.14,13
Oishi Green Tea Plus,Oishi,Groceries,oishi-seller-056,4.02,0.0,535,2149.99,4.61,37,2026-04-01,Philippines,Shopee,oishi green tea plus,oishi,7.845000000000001,13.34,23.33,15
Nestle Cereal Plus,Nestle,Groceries,nestle-seller-037,35.81,6.4,152,5443.31,4.53,111,2026-04-01,Thailand,Lazada,nestle cereal plus,nestle,13.08,16.34,29.01,17
Maybelline Mascara 2026,Maybelline,Beauty,maybelline-seller-049,12.15,0.0,266,3231.24,4.91,31,2026-04-01,Thailand,Lazada,maybelline mascara 2026,maybelline,26.8,29.83,33.545,11
Samsung Monitor 2026,Samsung,Electronics,samsung-seller-038,112.83,8.41,30,3384.78,4.05,2228,2026-04-01,Vietnam,Lazada,samsung monitor 2026,samsung,198.93,264.24,384.37,13
Philips Air Fryer Plus,Philips,Home & Living,philips-seller-029,50.47,5.16,90,4542.18,4.39,27,2026-04-01,Vietnam,Lazada,philips air fryer plus,philips,36.775,72.83500000000001,138.975,14
JBL Earbuds Pro,JBL,Electronics,jbl-seller-018,215.61,7.31,21,4527.89,4.35,2229,2026-04-01,Singapore,Lazada,jbl earbuds pro,jbl,222.64,328.485,391.44,12
Nestle Coffee Pro,Nestle,Groceries,nestle-seller-042,33.97,16.01,225,7644.35,5.0,170,2026-04-01,Singapore,Shopee,nestle coffee pro,nestle,24.235,27.73,35.86,8
Anker Power Bank Mini,Anker,Accessories,anker-seller-035,54.44,19.72,112,6096.79,4.45,426,2026-04-01,Vietnam,Lazada,anker power bank mini,anker,48.480000000000004,55.075,62.019999999999996,12
L'Oreal Shampoo Standard,L'Oreal,Beauty,l'oreal-seller-005,34.24,13.79,196,6711.75,4.81,311,2026-04-01,Philippines,Shopee,l oreal shampoo standard,l oreal,18.2,27.58,35.63,9
IKEA Storage Box 2026,IKEA,Home & Living,ikea-seller-044,25.58,6.95,149,3810.69,4.63,131,2026-04-01,Malaysia,Shopee,ikea storage box 2026,ikea,30.2425,42.25,76.165,6
Maybelline Lip Tint,Maybelline,Beauty,maybelline-seller-018,29.29,9.87,186,5447.18,4.93,145,2026-04-01,Malaysia,Lazada,maybelline lip tint,maybelline,17.525000000000002,28.17,42.207499999999996,14
LocknLock Water Bottle,LocknLock,Home & Living,locknlock-seller-020,166.74,27.05,69,11505.39,4.74,304,2026-04-01,Thailand,Shopee,locknlock water bottle,locknlock,53.765,88.02,126.44,11
JBL Headphones,JBL,Electronics,jbl-seller-042,449.32,21.57,10,4493.16,5.0,24,2026-04-01,Malaysia,Lazada,jbl headphones,jbl,117.225,214.85,296.595,20
IKEA Storage Box 2026,IKEA,Home & Living,ikea-seller-015,136.38,0.77,40,5455.39,4.51,332,2026-04-01,Vietnam,Lazada,ikea storage box 2026,ikea,36.775,72.83500000000001,138.975,14
Xiaomi Router Mini,Xiaomi,Electronics,xiaomi-seller-051,272.96,16.17,30,8188.84,5.0,116,2026-04-01,Philippines,Shopee,xiaomi router mini,xiaomi,79.115,162.70999999999998,219.89,16
JBL Bluetooth Speaker Pro,JBL,Electronics,jbl-seller-055,303.41,25.8,27,8191.97,4.2,45,2026-04-01,Indonesia,Lazada,jbl bluetooth speaker pro,jbl,86.70750000000001,175.93,291.9875,22
Xiaomi Bluetooth Speaker Plus,Xiaomi,Electronics,xiaomi-seller-055,335.17,3.17,25,8379.19,4.03,176,2026-04-01,Thailand,Lazada,xiaomi bluetooth speaker plus,xiaomi,109.14,299.55,349.145,15
L'Oreal Face Wash,L'Oreal,Beauty,l'oreal-seller-009,26.32,20.4,258,6790.6,4.33,19,2026-04-01,Indonesia,Shopee,l oreal face wash,l oreal,26.12,28.18,37.05,11
Samsung Monitor Pro,Samsung,Electronics,samsung-seller-015,445.33,16.13,24,10687.95,5.0,79,2026-04-01,Malaysia,Shopee,samsung monitor pro,samsung,158.71,175.85,292.3,17
Samsung Tablet Pro,Samsung,Electronics,samsung-seller-021,286.46,13.21,23,6588.53,4.27,298,2026-04-01,Singapore,Lazada,samsung tablet pro,samsung,222.64,328.485,391.44,12
IKEA Desk Lamp 2026,IKEA,Home & Living,ikea-seller-022,150.07,9.9,65,9754.44,4.4,142,2026-04-01,Indonesia,Shopee,ikea desk lamp 2026,ikea,53.182500000000005,92.315,120.7775,14
Xiaomi Bluetooth Speaker Standard,Xiaomi,Electronics,xiaomi-seller-035,53.45,5.04,65,3474.43,4.61,229,2026-04-01,Indonesia,Lazada,xiaomi bluetooth speaker standard,xiaomi,86.70750000000001,175.93,291.9875,22
Xiaomi Bluetooth Speaker Mini,Xiaomi,Electronics,xiaomi-seller-029,52.71,16.04,76,4006.05,4.42,92,2026-04-01,Singapore,Shopee,xiaomi bluetooth speaker mini,xiaomi,81.13,245.5,350.865,11
Logitech Wireless Mouse Max,Logitech,Accessories,logitech-seller-036,66.44,15.2,103,6843.46,3.73,550,2026-04-01,Philippines,Lazada,logitech wireless mouse max,logitech,31.35,49.355000000000004,69.3025,20
LocknLock Water Bottle 2026,LocknLock,Home & Living,locknlock-seller-013,8.47,5.99,235,1990.0,4.2,27,2026-04-01,Thailand,Shopee,locknlock water bottle 2026,locknlock,53.765,88.02,126.44,11
L'Oreal Shampoo Pro,L'Oreal,Beauty,l'oreal-seller-043,6.37,27.9,437,2785.6,5.0,53,2026-04-01,Vietnam,Lazada,l oreal shampoo pro,l oreal,13.477500000000001,31.494999999999997,45.557500000000005,16
Xiaomi Bluetooth Speaker Mini,Xiaomi,Electronics,xiaomi-seller-001,332.13,4.28,32,10628.1,4.63,32,2026-04-01,Indonesia,Shopee,xiaomi bluetooth speaker mini,xiaomi,90.44,253.53,317.4,17
JBL Bluetooth Speaker Standard,JBL,Electronics,jbl-seller-009,447.92,12.74,15,6718.8,3.99,309,2026-04-01,Thailand,Lazada,jbl bluetooth speaker standard,jbl,109.14,299.55,349.145,15
Samsung SSD Plus,Samsung,Electronics,samsung-seller-058,156.14,0.0,38,5933.43,4.95,1759,2026-04-01,Indonesia,Lazada,samsung ssd plus,samsung,86.70750000000001,175.93,291.9875,22
Nestle Cereal,Nestle,Groceries,nestle-seller-046,15.62,14.25,350,5468.23,4.77,159,2026-04-01,Thailand,Shopee,nestle cereal,nestle,8.635,15.62,26.814999999999998,11
Kikkoman Teriyaki Sauce Mini,Kikkoman,Groceries,kikkoman-seller-013,22.37,7.74,210,4698.24,5.0,123,2026-04-01,Philippines,Lazada,kikkoman teriyaki sauce mini,kikkoman,12.06,20.37,26.03,11
L'Oreal Shampoo 2026,L'Oreal,Beauty,l'oreal-seller-029,18.65,8.77,189,3525.4,4.18,85,2026-04-01,Indonesia,Lazada,l oreal shampoo 2026,l oreal,14.915,21.92,34.74,14
IKEA Kitchen Organizer Pro,IKEA,Home & Living,ikea-seller-059,153.99,0.0,34,5235.62,4.32,46,2026-04-01,Vietnam,Lazada,ikea kitchen organizer pro,ikea,36.775,72.83500000000001,138.975,14
JBL Headphones Standard,JBL,Electronics,jbl-seller-048,283.4,24.55,26,7368.28,4.37,72,2026-04-01,Indonesia,Lazada,jbl headphones standard,jbl,86.70750000000001,175.93,291.9875,22
JBL Headphones,JBL,Electronics,jbl-seller-046,222.51,32.58,45,10013.1,4.72,13,2026-04-01,Vietnam,Lazada,jbl headphones,jbl,198.93,264.24,384.37,13
IKEA Storage Box 2026,IKEA,Home & Living,ikea-seller-012,102.7,12.99,49,5032.14,5.0,290,2026-04-01,Malaysia,Lazada,ikea storage box 2026,ikea,45.269999999999996,71.96,94.965,11
JBL Headphones 2026,JBL,Electronics,jbl-seller-045,88.23,26.12,40,3529.37,4.28,113,2026-04-01,Indonesia,Lazada,jbl headphones 2026,jbl,86.70750000000001,175.93,291.9875,22
Samsung SSD 2026,Samsung,Electronics,samsung-seller-057,461.96,18.21,11,5081.55,4.27,423,2026-04-01,Indonesia,Shopee,samsung ssd 2026,samsung,90.44,253.53,317.4,17
LocknLock Lunch Box Standard,LocknLock,Home & Living,locknlock-seller-045,62.88,10.83,74,4653.15,5.0,463,2026-04-01,Thailand,Lazada,locknlock lunch box standard,locknlock,58.5525,111.28999999999999,145.91,12
JBL Headphones Standard,JBL,Electronics,jbl-seller-024,160.42,7.54,41,6577.32,4.64,30,2026-04-01,Philippines,Shopee,jbl headphones standard,jbl,79.115,162.70999999999998,219.89,16
LocknLock Food Container Plus,LocknLock,Home & Living,locknlock-seller-011,80.74,9.13,83,6701.79,4.8,52,2026-04-01,Vietnam,Shopee,locknlock food container plus,locknlock,30.745,85.29,123.395,15
IKEA Storage Box Standard,IKEA,Home & Living,ikea-seller-005,50.98,11.48,111,5658.58,4.56,28,2026-04-01,Malaysia,Shopee,ikea storage box standard,ikea,30.2425,42.25,76.165,6
JBL Headphones Plus,JBL,Electronics,jbl-seller-055,412.52,20.36,21,8662.88,4.59,60,2026-04-01,Philippines,Lazada,jbl headphones plus,jbl,144.9275,225.20499999999998,331.09000000000003,26
Logitech Mechanical Keyboard Standard,Logitech,Accessories,logitech-seller-046,69.73,12.91,104,7251.87,5.0,263,2026-04-01,Thailand,Lazada,logitech mechanical keyboard standard,logitech,31.4525,51.605000000000004,61.36,18
JBL Earbuds Standard,JBL,Electronics,jbl-seller-006,469.09,15.18,20,9381.8,4.55,146,2026-04-01,Thailand,Lazada,jbl earbuds standard,jbl,109.14,299.55,349.145,15
